country,geo,nuts_2,gdp_per_cap,pop,weighted_avg_gdp_per_cap
NL,NL13,Drenthe,0.03142051008870686,492432.5,0.04582008021005103
NL,NL21,Overijssel,0.03846840284116902,1155175.0,0.04582008021005103
NL,NL22,Gelderland,0.03870834979125755,2066866.5,0.04582008021005103
NL,NL23,Flevoland,0.0342051432499591,415988.875,0.04582008021005103
NL,NL31,Utrecht,0.056560421970762234,1309292.75,0.04582008021005103
NL,NL32,Noord-Holland,0.060043660749511736,2839830.875,0.04582008021005103
NL,NL33,Zuid-Holland,0.04524098490572259,3685876.5,0.04582008021005103
NL,NL34,Zeeland,0.03695175622901851,383067.125,0.04582008021005103
NL,NL41,Noord-Brabant,0.046759049730646686,2537862.625,0.04582008021005103
NL,NL42,Limburg (NL),0.04052980627662178,1117057.125,0.04582008021005103
NO,NO02,Innlandet,0.04392382670233123,383594.1666666667,0.05887851200885996
NO,NO06,Trøndelag,0.053560096528166894,460181.1666666667,0.05887851200885996
NO,NO07,Nord-Norge,0.05196719310492285,484308.6666666667,0.05887851200885996
NO,NO08,Oslo og Viken,0.06808058812123152,1949394.0,0.05887851200885996
NO,NO09,Agder og Sør-Østlandet,0.04911441376714906,730725.0,0.05887851200885996
NO,NO0A,Vestlandet,0.059403075680780966,1387010.0,0.05887851200885996
PL,PL21,Małopolskie,0.012399648724705734,3340239.625,0.01362802811182908
PL,PL22,Śląskie,0.014018226950432807,4452019.625,0.01362802811182908
PL,PL41,Wielkopolskie,0.014657888767371442,3459961.0,0.01362802811182908
PL,PL42,Zachodniopomorskie,0.01144399751029334,1661005.875,0.01362802811182908
PL,PL43,Lubuskie,0.011204119242560488,993812.125,0.01362802811182908
PL,PL51,Dolnośląskie,0.015100174644118926,2856275.625,0.01362802811182908
PL,PL52,Opolskie,0.01117912824237384,938750.625,0.01362802811182908
PL,PL61,Kujawsko-pomorskie,0.01108603857808816,2034809.75,0.01362802811182908
PL,PL62,Warmińsko-mazurskie,0.009646430771741116,1386314.25,0.01362802811182908
PL,PL63,Pomorskie,0.01327640876584726,2292716.5,0.01362802811182908
PL,PL71,Łódzkie,0.012745021226178639,2442441.25,0.01362802811182908
PL,PL72,Świętokrzyskie,0.009814869565765997,1212697.125,0.01362802811182908
PL,PL81,Lubelskie,0.00936231372451643,2073988.625,0.01362802811182908
PL,PL82,Podkarpackie,0.009666163708229432,2057106.75,0.01362802811182908
PL,PL84,Podlaskie,0.010056455137896405,1140185.75,0.01362802811182908
PL,PL91,Warszawski stołeczny,0.028734174475774636,3075312.25,0.01362802811182908
PL,PL92,Mazowiecki regionalny,0.011820531778744318,2309431.0,0.01362802811182908
PT,PT11,Norte,0.016997811060154994,3586065.0,0.01986290651362622
PT,PT15,Algarve,0.021219639519872192,443178.0,0.01986290651362622
PT,PT16,Centro (PT),0.017294157272553446,2236821.625,0.01986290651362622
PT,PT17,Área Metropolitana de Lisboa,0.02589852952910627,2840642.25,0.01986290651362622
PT,PT18,Alentejo,0.018388133965850408,712833.0,0.01986290651362622
PT,PT20,Região Autónoma dos Açores,0.017759703783587218,243199.375,0.01986290651362622
PT,PT30,Região Autónoma da Madeira,0.019221764751432894,254707.25,0.01986290651362622
RO,RO11,Nord-Vest,0.01003698172720925,2556375.375,0.010867459895577873
RO,RO12,Centru,0.010300134698240041,2319942.75,0.010867459895577873
RO,RO21,Nord-Est,0.006855320649748676,3219583.375,0.010867459895577873
RO,RO22,Sud-Est,0.008857014994679443,2414885.125,0.010867459895577873
RO,RO31,Sud-Muntenia,0.008345356395883881,2952082.625,0.010867459895577873
RO,RO32,Bucureşti-Ilfov,0.02533835087574457,2299300.25,0.010867459895577873
RO,RO41,Sud-Vest Oltenia,0.008216756588677087,1941368.75,0.010867459895577873
RO,RO42,Vest,0.011166794789835092,1770971.125,0.010867459895577873
RS,RS11,Београдски регион,0.01166449850759053,1689951.5,0.006947210685758578
RS,RS12,Регион Војводине,0.006762970891809761,1849863.1666666667,0.006947210685758578
RS,RS21,Регион Шумадије и Западне Србије,0.004701061134503957,1905776.3333333333,0.006947210685758578
RS,RS22,Регион Јужне и Источне Србије,0.004695344649890726,1487881.8333333333,0.006947210685758578
SE,SE11,Stockholm,0.06697680409787124,2316877.5,0.04845712065496906
SE,SE12,Östra Mellansverige,0.04144219481122054,1692323.0,0.04845712065496906
SE,SE21,Småland med öarna,0.04142065906626641,856486.25,0.04845712065496906
SE,SE22,Sydsverige,0.04162387270650253,1507382.25,0.04845712065496906
SE,SE23,Västsverige,0.046882766267113705,2021131.75,0.04845712065496906
SE,SE31,Norra Mellansverige,0.03879820378854694,850422.375,0.04845712065496906
SE,SE32,Mellersta Norrland,0.04149023449684971,374370.5,0.04845712065496906
SE,SE33,Övre Norrland,0.04709841428053151,518901.625,0.04845712065496906
SI,SI03,Vzhodna Slovenija,0.018410510694189235,1096236.75,0.022384431476553
SI,SI04,Zahodna Slovenija,0.02680552029912855,985358.625,0.022384431476553
SK,SK01,Bratislavský kraj,0.03934557537154669,660139.125,0.01685248873449528
SK,SK02,Západné Slovensko,0.015389253794765082,1826006.0,0.01685248873449528
SK,SK03,Stredné Slovensko,0.013615601053310836,1336642.5,0.01685248873449528
SK,SK04,Východné Slovensko,0.012001695830206341,1618318.75,0.01685248873449528
TR,TR10,İstanbul,0.014856966904771502,15094767.75,0.008990528575537301
TR,TR21,"Tekirdağ, Edirne, Kırklareli",0.010797559017153267,1776086.5,0.008990528575537301
TR,TR22,"Balıkesir, Çanakkale",0.00803299308382356,1747477.375,0.008990528575537301
TR,TR31,İzmir,0.010523748843452413,4286620.25,0.008990528575537301
TR,TR32,"Aydın, Denizli, Muğla",0.007794298828302718,3062299.375,0.008990528575537301
TR,TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",0.007562192140526342,3078223.875,0.008990528575537301
TR,TR41,"Bursa, Eskişehir, Bilecik",0.010010214176194179,4051392.0,0.008990528575537301
TR,TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",0.011706380267675372,3829861.5,0.008990528575537301
TR,TR51,Ankara,0.012311123088850427,5470737.375,0.008990528575537301
TR,TR52,"Konya, Karaman",0.007166171233380373,2442451.625,0.008990528575537301
TR,TR61,"Antalya, Isparta, Burdur",0.008875944256965997,3113390.0,0.008990528575537301
TR,TR62,"Adana, Mersin",0.006944622222007231,4025264.625,0.008990528575537301
TR,TR63,"Hatay, Kahramanmaraş, Osmaniye",0.005715208161785446,3257644.5,0.008990528575537301
TR,TR71,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",0.0063661219237062736,1571821.875,0.008990528575537301
TR,TR72,"Kayseri, Sivas, Yozgat",0.0068017855221938735,2433666.75,0.008990528575537301
TR,TR81,"Zonguldak, Karabük, Bartın",0.006674506952664068,1034282.375,0.008990528575537301
TR,TR82,"Kastamonu, Çankırı, Sinop",0.006417808624411622,779444.5,0.008990528575537301
TR,TR83,"Samsun, Tokat, Çorum, Amasya",0.005610485216537272,2783971.5,0.008990528575537301
TR,TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",0.005845401130303077,2649825.25,0.008990528575537301
TR,TRA1,"Erzurum, Erzincan, Bayburt",0.005738272850263742,1075459.25,0.008990528575537301
TR,TRA2,"Ağrı, Kars, Iğdır, Ardahan",0.003851483286630427,1121777.5,0.008990528575537301
TR,TRB1,"Malatya, Elazığ, Bingöl, Tunceli",0.005324154694246997,1733754.125,0.008990528575537301
TR,TRB2,"Van, Muş, Bitlis, Hakkari",0.0034894418296619605,2148854.375,0.008990528575537301
TR,TRC1,"Gaziantep, Adıyaman, Kilis",0.006041956802119203,2771570.0,0.008990528575537301
TR,TRC2,"Şanlıurfa, Diyarbakır",0.003563472273702254,3719735.375,0.008990528575537301
TR,TRC3,"Mardin, Batman, Şırnak, Siirt",0.004471725243824713,2254103.75,0.008990528575537301
